10SE16A(e822n813:e823n814),113.95875669040402,22.346849221982495,113.96013248561808,22.34820703674564
10SE16B(e823n813:e824n814),113.9587479495529,22.34820608861364,113.96092785029626,22.353608728661513
12NW13A(e848n821:e848n821),114.02840852808394,22.573492750534427,114.0325467134151,22.578560566079776
10SE16C(e822n813:e823n813),113.95293161926,22.341424548041992,113.95875825695839,22.348204911453983
10SW9C(e819n815:e820n816),113.97626935489927,22.314363798950787,113.98210197749597,22.32114314630928
10NE10A(e828n822:e829n822),114.04024990496733,22.39570482982258,114.04608293184991,22.40248226288516
12SW22C(e846n812:e847n812),113.94091578516755,22.562043797394526,113.94675102028033,22.564917776789947
11SE16A(e837n813:e838n814),113.95854501255346,22.476888971826078,113.96438488448128,22.483669209390552
12NW13B(e848n821:e849n821),114.02840753731991,22.578559838820073,114.02959655168789,22.57981250331044
11SW18C(e833n813:e833n813),113.95277986698326,22.436244411399716,113.95861827333837,22.443024759074273
12NW13C(e848n820:e848n821),114.02257380480673,22.57331210218414,114.02841349300992,22.57855947340562
10SE16D(e823n813:e824n813),113.95293048033794,22.348198144358907,113.95875589561385,22.35379460466693
12NW13A(e848n821:e848n821),114.02840852808394,22.573492750534427,114.0325467134151,22.578560566079776
12NW13B(e848n821:e849n821),114.02840753731991,22.578559838820073,114.02959655168789,22.57981250331044
10SW9C(e819n815:e820n816),113.97626935489927,22.314363798950787,113.98210197749597,22.32114314630928
10NE10A(e828n822:e829n822),114.04024990496733,22.39570482982258,114.04608293184991,22.40248226288516
11SE16A(e837n813:e838n814),113.95854501255346,22.476888971826078,113.96438488448128,22.483669209390552
12NW13C(e848n820:e848n821),114.02257380480673,22.57331210218414,114.02841349300992,22.57855947340562
12NW13D(e848n820:e849n821),114.0225702213438,22.578554217810115,114.0284079609932,22.582542967308324
10SW9D(e820n815:e821n816),113.97626650181392,22.321136425651197,113.98209256229815,22.32306861769581
12NW14B(e850n821:e851n821),114.02838640812966,22.596580004727002,114.03422393002333,22.59888291783559
12NW14D(e850n820:e851n821),114.02593784107204,22.59866407181145,114.02838649110133,22.598877591941086
11NE10A(e843n822:e844n822),114.04011716561945,22.531161043527913,114.04595566539435,22.5379383833029
11SE16B(e838n813:e839n814),113.95853427364823,22.48366220237951,113.96437493456962,22.490442090223755
12NW15A(e851n821:e851n821),114.02837927557279,22.598877729819804,114.03422153055162,22.60565537689882
10NE10B(e829n822:e830n822),114.04024426335985,22.402477630403016,114.04607682279115,22.408305271761716
11NE10B(e844n822:e845n822),114.04011059918922,22.537934050365234,114.04594961845228,22.5447108260483
11SE16C(e837n813:e838n813),113.95271456992619,22.476881050263923,113.95855510164982,22.483661277505906
12NW15B(e851n821:e852n821),114.02837597234517,22.605650495943582,114.03421448780473,22.609166990240055
10NE10C(e828n821:e829n822),114.03442325819721,22.395699746714378,114.04025636767953,22.402477534026634
12NW15C(e851n820:e851n821),114.02254364038309,22.598875565673147,114.02838626109764,22.60565014856157
